type,p_s,p_m,p_l,p_total,m_s,m_m,m_l,m_total
การผลิตรถพ่วงและรถกึ่งรถพ่วง,93,6,2,101,415.05,27300.71118,1531.2206,29246.98178
การผลิตตู้บรรทุกสินค้า,89,5,0,94,319.8,631,0,950.8
การผลิตชิ้นส่วน และอุปกรณ์เสริม สำหรับยานยนต์,0,0,0,0,0,0,0,0
การผลิตที่นั่งภายในยานยนต์,53,10,8,71,2881.3862,544.25,3511.064074,6936.700274
การผลิตอุปกรณ์ไฟฟ้าสำหรับยานยนต์,54,9,9,72,2573.9,689.8439,3053.415,6317.1589
การผลิตชิ้นส่วนและอุปกรณ์เสริมอื่นๆสำหรับยานยนต์ซึ่งมิได้จัดประเภทไว้ในที่อื่น,1395,296,409,2100,50664.25499,35068.6054,206318.8777,292051.7381
การต่อเรือใหญ่ และเรือเล็ก,0,0,0,0,0,0,0,0
การต่อเรือใหญ่ และสิ่งก่อสร้างลอยน้ำ,212,10,1,223,22904.10186,1128.2,2774.4,26806.70186
การต่อเรือที่ใช้เพื่อความสำราญและการกีฬา,30,2,0,32,148,34,0,182
การผลิตหัวรถจักรและตู้สำหรับขนส่งทางรถไฟหรือรถราง,17,4,0,21,842.7,55,0,897.7
การผลิตอากาศยานยานอวกาศและเครื่องจักรที่เกี่ยวข้อง,66,6,4,76,818.80676,1454.5,1376.76,3650.06676
การผลิตยานยนต์ทางการทหารเพื่อใช้ในการสู้รบ,3,1,0,4,12,30,0,42
การผลิตอุปกรณ์ขนส่งซึ่งมิได้จัดประเภทไว้ในที่อื่น,0,0,0,0,0,0,0,0
การผลิตจักรยานยนต์,77,5,6,88,2300.51962,2078.143421,6855.5295,11234.19254
การผลิตเครื่องยนต์ ชิ้นส่วนและอุปกรณ์เสริมสำหรับจักรยานยนต์,168,26,14,208,2083.05,784.1,3762.622,6629.772
การผลิตจักรยาน,57,7,1,65,1000.916,1390,200,2590.916
การผลิตรถสำหรับคนพิการ,2,0,0,2,6,0,0,6
การผลิตอุปกรณ์การขนส่งอื่นๆซึ่งมิได้จัดประเภทไว้ในที่อื่น,65,9,3,77,781.349999,550.2,757.35,2088.899999
การผลิตเฟอร์นิเจอร์,1,0,0,1,2,0,0,2
การผลิตเฟอร์นิเจอร์ไม้,931,38,9,978,9591.245999,2525.8153,3403.3,15520.3613
การผลิตเฟอร์นิเจอร์โลหะ,193,9,3,205,2652.7788,675.85,823,4151.6288
การผลิตฐานรองที่นอนและที่นอน,188,18,4,210,1300.6,940,2033.6853,4274.2853
การผลิตเฟอร์นิเจอร์ที่ทำจากวัสดุอื่นๆ (ยกเว้น หิน คอนกรีต หรือเซรามิก),1833,84,26,1943,12038.25955,4100.74,14697.69398,30836.69353
การผลิตผลิตภัณฑ์ประเภทอื่นๆ,1,0,0,1,1,0,0,1
การผลิตเครื่องประดับอัญมณีเครื่องประดับเพชรพลอยและ สิ่งของอื่นๆที่เกี่ยวข้อง,2,0,0,2,10,0,0,10
การผลิตเครื่องประดับอัญมณีและสิ่งของอื่นๆที่เกี่ยวข้อง,0,0,0,0,0,0,0,0
การผลิตเครื่องประดับจากอัญมณีและโลหะมีค่า,1341,109,50,1500,9830.850106,5490.37848,7392.151184,22713.37977
การผลิตสิ่งของเครื่องใช้จากเพชรพลอยและโลหะมีค่า,41,0,0,41,566.15,0,0,566.15
การเจียระไนและการขัดเพชรพลอย,65,7,2,74,1046.4,338.08,152,1536.48
การผลิตเครื่องประดับ ที่ทำจากอัญมณีเทียมและสิ่งของที่เกี่ยวข้อง,152,6,6,164,588.205,397,359,1344.205
การผลิตเครื่องดนตรี,0,0,0,0,0,0,0,0
การผลิตเครื่องดนตรีไทย,6,0,0,6,14,0,0,14
การผลิตเครื่องดนตรี ซึ่งมิได้จัดประเภทไว้ในที่อื่น,23,3,0,26,171.1,138,0,309.1
การผลิตเครื่องกีฬา,0,0,0,0,0,0,0,0
การผลิตลูกบอลที่ใช้ในการกีฬา,4,0,4,8,204,0,724.9175,928.9175
การผลิตกระดานแล่นใบและกระดานโต้คลื่นและอุปกรณ์สำหรับเล่นกีฬาทางน้ำ,21,1,2,24,105.9001,25,467.28358,598.18368
การผลิตอุปกรณ์สำหรับกีฬาตกปลา,54,1,1,56,268.001,168.5,100,536.501
การผลิตอุปกรณ์กีฬาอื่นๆซึ่งมิได้จัดประเภทไว้ในที่อื่น,217,11,10,238,1452.62929,980.6,3434.86,5868.08929
การผลิตของเล่นที่มีล้อ,14,1,1,16,96,200,100,396
การผลิตตุ๊กตา,58,4,0,62,370.7,146,0,516.7
การผลิตเกมและของเล่นอื่นๆซึ่งมิได้จัดประเภทไว้ในที่อื่น,142,10,2,154,637.81556,339.7819,737,1714.59746
การผลิตเครื่องมือและอุปกรณ์ทางการแพทย์และทางทันตกรรม,0,0,0,0,0,0,0,0
การผลิตเครื่องมือและอุปกรณ์ในทางการแพทย์ (ยกเว้นทางทันตกรรม),884,47,20,951,15671.76161,2441.35999,11668.96,29782.0816
การผลิตเครื่องมือและอุปกรณ์ในทางทันตกรรม,157,5,3,165,463.295,67,261,791.295
การผลิตผลิตภัณฑ์อื่นๆซึ่งมิได้จัดประเภทไว้ในที่อื่น,0,0,0,0,0,0,0,0
การผลิตไม้กวาดและแปรง,44,1,1,46,174.8,20,130,324.8
การผลิตอุปกรณ์เครื่องเขียน,133,10,2,145,1352.8524,508,100,1960.8524
การผลิตเครื่องอุปกรณ์ด้านความปลอดภัย,104,8,3,115,608.56598,519.9,1212.9832,2341.44918
การผลิตดอกไม้และต้นไม้ประดิษฐ์,184,2,0,186,831.1535,24,0,855.1535
การผลิตผลิตภัณฑ์อื่นๆซึ่งมิได้จัดประเภทไว้ในที่อื่น,1684,63,16,1763,12501.71055,3728.6196,5468.16,21698.49015
การซ่อมและการติดตั้งเครื่องจักรและอุปกรณ์,2,0,0,2,2,0,0,2
การซ่อมผลิตภัณฑ์โลหะประดิษฐ์,102,1,1,104,383.551,51.165,132,566.716
การซ่อมเครื่องจักร,0,0,0,0,0,0,0,0
การซ่อมเครื่องจักรที่ใช้งานทั่วไป,2413,18,3,2434,5751.681176,491.665,480.45,6723.796176
